zoneId;NAME;isDestination;zoneClassification;AirDistanceOffset;AreaType
170;211732604;1;0;0;0
171;211732608;1;0;0;0
172;211732609;1;0;0;0
173;211732614;1;0;0;0
174;211732615;1;0;0;0
175;211732616;1;0;0;0
176;211732617;1;0;0;0
177;211732619;1;0;0;0
178;211742677;1;0;0;0
179;211742679;1;0;0;0
180;211742687;1;0;0;0
181;211742688;1;0;0;0
182;211742689;1;0;0;0
183;211742690;1;0;0;0
184;211742691;1;0;0;0
185;211742692;1;0;0;0
186;211742693;1;0;0;0
187;211742694;1;0;0;0
188;211742695;1;0;0;0
189;211742696;1;0;0;0
190;211742697;1;0;0;0
191;211742698;1;0;0;0
192;211742699;1;0;0;0
193;211742700;1;0;0;0
194;211762658;1;0;0;0
195;211762659;1;0;0;0
196;211762660;1;0;0;0
197;211762661;1;0;0;0
198;211762662;1;0;0;0
199;211762663;1;0;0;0
200;211762664;1;0;0;0
201;211762665;1;0;0;0
202;211772642;1;0;0;0
203;211772643;1;0;0;0
204;211772644;1;0;0;0
205;211772669;1;0;0;0
206;211772670;1;0;0;0
207;211772671;1;0;0;0
208;211772672;1;0;0;0
209;211772673;1;0;0;0
210;211772674;1;0;0;0
211;211772675;1;0;0;0
212;211782635;1;0;0;0
213;211782636;1;0;0;0
214;211782637;1;0;0;0
215;211782638;1;0;0;0
216;211782639;1;0;0;0
217;211782654;1;0;0;0
218;211782655;1;0;0;0
219;211782656;1;0;0;0
220;211792649;1;0;0;0
221;211792650;1;0;0;0
222;211792651;1;0;0;0
223;211792652;1;0;0;0
224;211792653;1;0;0;0
225;211802184;1;0;0;0
226;211802185;1;0;0;0
227;211802186;1;0;0;0
228;211802187;1;0;0;0
229;211812666;1;0;0;0
230;211812667;1;0;0;0
231;211812668;1;0;0;0
232;211822633;1;0;0;0
233;211822634;1;0;0;0
234;211822640;1;0;0;0
235;211822641;1;0;0;0
236;211822645;1;0;0;0
237;211822657;1;0;0;0
238;211822676;1;0;0;0
239;211822678;1;0;0;0
240;211832729;1;0;0;0
241;211832788;1;0;0;0
242;211832789;1;0;0;0
243;211842728;1;0;0;0
244;211842730;1;0;0;0
245;211842731;1;0;0;0
246;211842732;1;0;0;0
247;211842733;1;0;0;0
248;211842746;1;0;0;0
249;211872790;1;0;0;0
250;211882704;1;0;0;0
251;211882705;1;0;0;0
252;211882706;1;0;0;0
253;211882707;1;0;0;0
254;211882708;1;0;0;0
255;211882709;1;0;0;0
256;211882710;1;0;0;0
257;211882711;1;0;0;0
258;211882712;1;0;0;0
259;211882713;1;0;0;0
260;211882714;1;0;0;0
261;211882715;1;0;0;0
262;211882716;1;0;0;0
263;211882717;1;0;0;0
264;211882718;1;0;0;0
265;211882734;1;0;0;0
266;211882754;1;0;0;0
267;211892782;1;0;0;0
268;211892783;1;0;0;0
269;211892791;1;0;0;0
270;211892792;1;0;0;0
271;211892793;1;0;0;0
272;211902721;1;0;0;0
273;211902736;1;0;0;0
274;211902737;1;0;0;0
275;211902738;1;0;0;0
276;211902739;1;0;0;0
277;211902740;1;0;0;0
278;211902741;1;0;0;0
279;211902742;1;0;0;0
280;211902743;1;0;0;0
281;211902744;1;0;0;0
282;211912750;1;0;0;0
283;211912751;1;0;0;0
284;211912752;1;0;0;0
285;211912753;1;0;0;0
286;211912755;1;0;0;0
287;211912756;1;0;0;0
288;211912757;1;0;0;0
289;211912758;1;0;0;0
290;211912759;1;0;0;0
291;211912761;1;0;0;0
292;211912762;1;0;0;0
293;211912763;1;0;0;0
294;211922735;1;0;0;0
295;211932719;1;0;0;0
296;211932720;1;0;0;0
297;211932722;1;0;0;0
298;211932723;1;0;0;0
299;211932724;1;0;0;0
300;211932725;1;0;0;0
301;211932726;1;0;0;0
302;211932727;1;0;0;0
303;211940001;1;0;0;0
304;211942798;1;0;0;0
305;211942799;1;0;0;0
306;211942800;1;0;0;0
307;211942801;1;0;0;0
308;211942804;1;0;0;0
309;211942817;1;0;0;0
310;211942818;1;0;0;0
311;211942819;1;0;0;0
312;211942820;1;0;0;0
313;211942821;1;0;0;0
314;211942822;1;0;0;0
315;211942823;1;0;0;0
316;211952805;1;0;0;0
317;211952806;1;0;0;0
318;211952807;1;0;0;0
319;211952808;1;0;0;0
320;211952809;1;0;0;0
321;211952810;1;0;0;0
322;211952811;1;0;0;0
323;211952812;1;0;0;0
324;211952813;1;0;0;0
325;211952814;1;0;0;0
326;211952815;1;0;0;0
327;211952816;1;0;0;0
328;212540001;1;0;0;0
329;212540002;1;0;0;0
330;212540003;1;0;0;0
331;212540004;1;0;0;0
332;212542391;1;0;0;0
333;212542393;1;0;0;0
334;212542394;1;0;0;0
335;212542396;1;0;0;0
336;212542413;1;0;0;0
337;212542414;1;0;0;0
338;212562418;1;0;0;0
339;212562420;1;0;0;0
340;212562423;1;0;0;0
341;212562424;1;0;0;0
342;212562425;1;0;0;0
343;212562428;1;0;0;0
344;212562429;1;0;0;0
345;212572427;1;0;0;0
346;212580001;1;0;0;0
347;212582426;1;0;0;0
348;212592406;1;0;0;0
349;212592407;1;0;0;0
350;212592408;1;0;0;0
351;212592409;1;0;0;0
352;212592411;1;0;0;0
353;212602395;1;0;0;0
354;212602397;1;0;0;0
355;212602398;1;0;0;0
356;212602399;1;0;0;0
357;212602400;1;0;0;0
358;212602401;1;0;0;0
359;212602403;1;0;0;0
360;212602404;1;0;0;0
361;212602405;1;0;0;0
362;212612113;1;0;0;0
363;212612115;1;0;0;0
364;212662481;1;0;0;0
365;212662482;1;0;0;0
366;212662484;1;0;0;0
367;212662485;1;0;0;0
368;212662486;1;0;0;0
369;212692297;1;0;0;0
370;212692299;1;0;0;0
371;212692319;1;0;0;0
372;212692321;1;0;0;0
373;212692322;1;0;0;0
374;212692323;1;0;0;0
375;212692324;1;0;0;0
376;212702301;1;0;0;0
377;212702304;1;0;0;0
378;212702305;1;0;0;0
379;212702306;1;0;0;0
380;212702307;1;0;0;0
381;212702309;1;0;0;0
382;212702310;1;0;0;0
383;212702311;1;0;0;0
384;212702312;1;0;0;0
385;212710001;1;0;0;0
386;212712314;1;0;0;0
387;212712315;1;0;0;0
388;212712316;1;0;0;0
389;212712317;1;0;0;0
390;212712325;1;0;0;0
391;212712328;1;0;0;0
392;212712329;1;0;0;0
393;212722298;1;0;0;0
394;212722300;1;0;0;0
395;212722302;1;0;0;0
396;212722303;1;0;0;0
397;212722313;1;0;0;0
398;212732293;1;0;0;0
399;212732294;1;0;0;0
400;212732295;1;0;0;0
401;212732296;1;0;0;0
402;212950001;1;0;0;0
403;212950002;1;0;0;0
404;212950003;1;0;0;0
405;212953045;1;0;0;0
406;213090001;1;0;0;0
407;213092702;1;0;0;0
408;213092703;1;0;0;0
409;213092764;1;0;0;0
410;213092765;1;0;0;0
411;213100001;1;0;0;0
412;213100002;1;0;0;0
413;213100003;1;0;0;0
414;213100004;1;0;0;0
415;213100005;1;0;0;0
416;213100006;1;0;0;0
417;213102769;1;0;0;0
418;213102770;1;0;0;0
419;213122861;1;0;0;0
420;213122862;1;0;0;0
421;213122863;1;0;0;0
422;213122864;1;0;0;0
423;213122865;1;0;0;0
424;213122866;1;0;0;0
425;213122867;1;0;0;0
426;213122868;1;0;0;0
427;213132745;1;0;0;0
428;213132747;1;0;0;0
429;213132748;1;0;0;0
430;213132749;1;0;0;0
431;213162859;1;0;0;0
432;213162860;1;0;0;0
433;213162893;1;0;0;0
434;213162925;1;0;0;0
435;213172911;1;0;0;0
436;213172912;1;0;0;0
437;213172913;1;0;0;0
438;213172914;1;0;0;0
439;213172915;1;0;0;0
440;213172916;1;0;0;0
441;213172917;1;0;0;0
442;213172918;1;0;0;0
443;213172920;1;0;0;0
444;213172921;1;0;0;0
445;213172922;1;0;0;0
446;213172923;1;0;0;0
447;213172924;1;0;0;0
448;213172926;1;0;0;0
449;213182887;1;0;0;0
450;213182905;1;0;0;0
451;213182906;1;0;0;0
452;213182908;1;0;0;0
453;213182910;1;0;0;0
454;213192188;1;0;0;0
455;213192189;1;0;0;0
456;213192214;1;0;0;0
457;213192215;1;0;0;0
458;213192250;1;0;0;0
459;213192251;1;0;0;0
460;213192252;1;0;0;0
461;213192253;1;0;0;0
462;213192254;1;0;0;0
463;213210001;1;0;0;0
464;213210002;1;0;0;0
465;213210003;1;0;0;0
466;213212199;1;0;0;0
467;213212207;1;0;0;0
468;213212208;1;0;0;0
469;213212209;1;0;0;0
470;213212210;1;0;0;0
471;213212211;1;0;0;0
472;213212212;1;0;0;0
473;213212213;1;0;0;0
474;213220001;1;0;0;0
475;213220002;1;0;0;0
476;213220003;1;0;0;0
477;213220004;1;0;0;0
478;213220005;1;0;0;0
479;213222220;1;0;0;0
480;213222221;1;0;0;0
481;213222223;1;0;0;0
482;213222224;1;0;0;0
483;213222226;1;0;0;0
484;213222227;1;0;0;0
485;213222228;1;0;0;0
486;213222230;1;0;0;0
487;213232237;1;0;0;0
488;213232239;1;0;0;0
489;213232240;1;0;0;0
490;213232241;1;0;0;0
491;213232248;1;0;0;0
492;213232249;1;0;0;0
493;213242233;1;0;0;0
494;213242234;1;0;0;0
495;213242235;1;0;0;0
496;213242236;1;0;0;0
497;213242238;1;0;0;0
498;213242242;1;0;0;0
499;213242243;1;0;0;0
500;213242244;1;0;0;0
501;213242245;1;0;0;0
502;213242246;1;0;0;0
503;213242247;1;0;0;0
504;213252190;1;0;0;0
505;213252191;1;0;0;0
506;213252192;1;0;0;0
507;213252193;1;0;0;0
508;213252194;1;0;0;0
509;213252195;1;0;0;0
510;213252196;1;0;0;0
511;213252216;1;0;0;0
512;213252218;1;0;0;0
513;213252219;1;0;0;0
514;213260001;1;0;0;0
515;213260002;1;0;0;0
516;213260003;1;0;0;0
517;213260004;1;0;0;0
518;213262158;1;0;0;0
519;213262160;1;0;0;0
520;213262162;1;0;0;0
521;213262164;1;0;0;0
522;213262165;1;0;0;0
523;213262177;1;0;0;0
524;213262179;1;0;0;0
525;213262180;1;0;0;0
526;213262181;1;0;0;0
527;213262182;1;0;0;0
528;213262183;1;0;0;0
529;213270001;1;0;0;0
530;213270002;1;0;0;0
531;213272198;1;0;0;0
532;213272200;1;0;0;0
533;213272201;1;0;0;0
534;213272202;1;0;0;0
535;213272203;1;0;0;0
536;213272204;1;0;0;0
537;213272205;1;0;0;0
538;214250004;1;0;0;0
539;214250005;1;0;0;0
540;214260001;1;0;0;0
541;214260002;1;0;0;0
542;214260003;1;0;0;0
543;214260004;1;0;0;0
544;214260005;1;0;0;0
545;214270001;1;0;0;0
546;214270002;1;0;0;0
547;214270003;1;0;0;0
548;214460007;1;0;0;0
549;214530001;1;0;0;0
550;214590001;1;0;0;0
551;214590002;1;0;0;0
552;214590003;1;0;0;0
553;214590004;1;0;0;0
554;214600001;1;0;0;0
555;214600002;1;0;0;0
556;214600003;1;0;0;0
557;214600005;1;0;0;0
558;214600006;1;0;0;0
559;214600007;1;0;0;0
560;215200006;1;0;0;0
561;215200008;1;0;0;0
562;215630001;1;0;0;0
563;215630002;1;0;0;0
564;215630003;1;0;0;0
565;215630004;1;0;0;0
566;215630005;1;0;0;0
567;215630006;1;0;0;0
568;215630007;1;0;0;0
569;215630008;1;0;0;0
570;215630009;1;0;0;0
571;215630010;1;0;0;0
572;215630011;1;0;0;0
573;215630012;1;0;0;0
574;215630013;1;0;0;0
575;215630014;1;0;0;0
576;215640001;1;0;0;0
577;215640002;1;0;0;0
578;215640004;1;0;0;0
579;215640005;1;0;0;0
580;215640006;1;0;0;0
581;215640009;1;0;0;0
582;215640010;1;0;0;0
583;215640011;1;0;0;0
584;215640012;1;0;0;0
585;215640013;1;0;0;0
586;215640014;1;0;0;0
587;215640015;1;0;0;0
588;215640016;1;0;0;0
589;215640017;1;0;0;0
590;215640018;1;0;0;0
591;215640019;1;0;0;0
592;215640020;1;0;0;0
593;215640021;1;0;0;0
594;215640022;1;0;0;0
595;215640023;1;0;0;0
596;215640024;1;0;0;0
597;215640025;1;0;0;0
598;215640026;1;0;0;0
599;215640027;1;0;0;0
600;215640028;1;0;0;0
601;215640029;1;0;0;0
602;215640030;1;0;0;0
603;215640031;1;0;0;0
604;215640032;1;0;0;0
605;215640033;1;0;0;0
606;215640034;1;0;0;0
607;215640035;1;0;0;0
608;215640036;1;0;0;0
609;215650001;1;0;0;0
610;215650002;1;0;0;0
611;215650003;1;0;0;0
612;215650004;1;0;0;0
613;215650005;1;0;0;0
614;215650006;1;0;0;0
615;215650007;1;0;0;0
616;215650008;1;0;0;0
617;215650009;1;0;0;0
618;215650010;1;0;0;0
619;215660001;1;0;0;0
620;215660002;1;0;0;0
621;215660003;1;0;0;0
622;215660004;1;0;0;0
623;215660005;1;0;0;0
624;215660006;1;0;0;0
625;215670001;1;0;0;0
626;215670002;1;0;0;0
627;215670003;1;0;0;0
628;215670004;1;0;0;0
629;215670005;1;0;0;0
630;215670006;1;0;0;0
631;215670007;1;0;0;0
632;215670008;1;0;0;0
633;215670009;1;0;0;0
634;215680001;1;0;0;0
635;215680002;1;0;0;0
636;215680003;1;0;0;0
637;215680004;1;0;0;0
638;215680005;1;0;0;0
639;215680006;1;0;0;0
640;215680007;1;0;0;0
641;215680008;1;0;0;0
642;215680009;1;0;0;0
